certified_status,count_critic_review,count_user_review,critic_score,movie_name,user_score
DNE,N/A,Ratings: Not yet available,,Walking with Dinosaurs,
Certified Fresh,224,"User Ratings: 181,993",83%,This Is the End,71%
Fresh,219,"User Ratings: 118,472",62%,Ender's Game,65%
Fresh,184,"User Ratings: 109,430",64%,2 Guns,66%
Rotten,149,"User Ratings: 93,272",44%,Red 2,63%
DNE,N/A,Ratings: Not yet available,,Mama,
Certified Fresh,220,"User Ratings: 113,219",75%,Lone Survivor,87%
Rotten,86,"User Ratings: 62,023",16%,47 Ronin,48%
Fresh,110,"User Ratings: 104,024",61%,Jackass Presents: Bad Grandpa,60%
Rotten,124,"User Ratings: 91,762",40%,Insidious: Chapter 2,57%
Certified Fresh,200,"User Ratings: 164,743",75%,Anchorman 2: The Legend Continues,52%
Rotten,192,"User Ratings: 148,585",49%,Olympus Has Fallen,66%
Rotten,174,"User Ratings: 192,690",19%,Identity Thief,53%
Certified Fresh,359,"User Ratings: 140,168",95%,12 Years a Slave,90%
Fresh,6,"User Ratings: 2,956",83%,The Secret Life of Walter Mitty,81%
Rotten,205,"User Ratings: 92,518",53%,Jack the Giant Slayer,55%
Rotten,117,"User Ratings: 103,747",42%,Percy Jackson: Sea of Monsters,55%
Rotten,199,"User Ratings: 127,771",51%,White House Down,62%
Rotten,140,"User Ratings: 98,621",15%,Hansel and Gretel: Witch Hunters,53%
Certified Fresh,269,"User Ratings: 152,402",93%,Captain Phillips,89%
Rotten,120,"User Ratings: 72,036",26%,Planes,49%
Rotten,112,"User Ratings: 180,922",7%,Grown Ups 2,53%
Rotten,204,"User Ratings: 121,871",11%,After Earth,36%
Certified Fresh,283,"User Ratings: 175,828",92%,American Hustle,74%
DNE,N/A,Ratings: Not yet available,,The Lone Ranger,
DNE,N/A,Ratings: Not yet available,,Epic,
Rotten,156,"User Ratings: 160,703",47%,We're The Millers,72%
Fresh,120,"User Ratings: 123,857",71%,Cloudy with a Chance of Meatballs 2,66%
DNE,N/A,User Ratings: 106,,Elysium,45%
DNE,N/A,User Ratings: 36,,Turbo,71%
DNE,N/A,User Ratings: 452,,Oblivion (Welcome to Oblivion),28%
Rotten,225,"User Ratings: 117,633",15%,A Good Day To Die Hard,40%
Rotten,165,"User Ratings: 179,200",50%,Now You See Me,70%
Rotten,94,"User Ratings: 73,531",14%,The Smurfs 2,56%
Rotten,173,"User Ratings: 199,086",29%,G.I. Joe: Retaliation,48%
Rotten,260,"User Ratings: 561,484",37%,X-Men Origins - Wolverine,58%
Certified Fresh,287,"User Ratings: 312,726",84%,Star Trek Into Darkness,89%
Rotten,265,"User Ratings: 292,965",58%,Oz the Great and Powerful,56%
Fresh,273,"User Ratings: 305,022",66%,World War Z,72%
Fresh,274,"User Ratings: 310,563",66%,Thor: The Dark World,76%
DNE,N/A,User Ratings: 93,,Gravity,29%
Certified Fresh,201,"User Ratings: 305,370",80%,Monsters University,81%
Fresh,204,"User Ratings: 348,664",70%,Fast & Furious 6,84%
Certified Fresh,183,"User Ratings: 369,687",75%,Despicable Me 2,85%
Certified Fresh,320,"User Ratings: 484,841",79%,Iron Man 3,78%
Rotten,9,User Ratings: 54,56%,Jidu hanleng (Frozen),57%
Fresh,13,"User Ratings: 4,567",69%,Ek Tha Tiger,49%
Rotten,36,"User Ratings: 175,905",19%,Madea's Witness Protection,66%
Fresh,20,"User Ratings: 2,197",60%,Secret of the Wings,78%
Certified Fresh,259,"User Ratings: 139,555",93%,Moonrise Kingdom,86%
DNE,N/A,User Ratings: 181,,One Piece Film Z,74%
DNE,N/A,"User Ratings: 1,170",,Anna Karenina,71%
Rotten,95,"User Ratings: 60,644",40%,Here Comes the Boom,65%
Rotten,179,"User Ratings: 29,743",46%,To Rome with Love,40%
DNE,N/A,User Ratings: 200,,Terumae romae (Thermae Romae),46%
Rotten,74,"User Ratings: 55,479",53%,Diary of a Wimpy Kid: Dog Days,63%
Rotten,139,"User Ratings: 80,433",27%,Act of Valor,72%
Certified Fresh,168,"User Ratings: 135,324",89%,The Savages,74%
Fresh,157,"User Ratings: 8,215",64%,Possession,58%
DNE,N/A,User Ratings: 32,,Sinister,22%
DNE,N/A,Ratings: Not yet available,,Brave Hearts: Umizaru,
Rotten,218,"User Ratings: 95,952",52%,This Is 40,50%
DNE,N/A,User Ratings: 30,,Project X,67%
DNE,N/A,Ratings: Not yet available,,Campaign,
Certified Fresh,181,"User Ratings: 83,051",88%,ParaNorman,72%
Rotten,101,"User Ratings: 224,256",54%,Think Like a Man,79%
Certified Fresh,151,"User Ratings: 127,051",80%,Pitch Perfect,83%
DNE,N/A,Ratings: Not yet available,,Kin-Folks,
Certified Fresh,184,"User Ratings: 115,829",85%,Chronicle,71%
DNE,N/A,"User Ratings: 1,966",,The Woman in Black,77%
Fresh,278,"User Ratings: 187,621",66%,Cloud Atlas,66%
Rotten,13,"User Ratings: 6,953",23%,Hope Springs,27%
Certified Fresh,294,"User Ratings: 197,075",91%,Zero Dark Thirty,80%
Certified Fresh,152,"User Ratings: 85,852",86%,The Pirates! Band of Misfits,60%
Rotten,190,"User Ratings: 242,465",34%,Abraham Lincoln: Vampire Hunter,50%
Rotten,110,"User Ratings: 117,997",24%,Paranormal Activity 4,34%
Rotten,113,"User Ratings: 112,779",18%,Ghost Rider: Spirit of Vengeance,32%
Rotten,180,"User Ratings: 89,713",26%,This Means War,56%
Rotten,75,"User Ratings: 98,507",27%,Underworld: Awakening,62%
DNE,N/A,Ratings: Not yet available,,Flight,
Rotten,96,"User Ratings: 65,445",42%,Step Up Revolution,68%
Certified Fresh,264,"User Ratings: 180,133",93%,Looper,82%
Certified Fresh,208,"User Ratings: 144,837",80%,Magic Mike,60%
DNE,N/A,User Ratings: 235,,"Mirror, Mirror",30%
Rotten,219,"User Ratings: 167,387",57%,The Dictator,44%
DNE,N/A,User Ratings: 904,,21 Jump Street,86%
DNE,N/A,Ratings: Not yet available,,Safe House,
Fresh,179,"User Ratings: 115,992",63%,Jack Reacher,67%
Certified Fresh,253,"User Ratings: 260,341",92%,Silver Linings Playbook,86%
Fresh,5,Ratings: Not yet available,80%,American Reunion,
Rotten,253,"User Ratings: 257,309",36%,Dark Shadows,46%
Rotten,73,"User Ratings: 241,891",29%,Resident Evil: Retribution,51%
Rotten,235,"User Ratings: 114,570",52%,John Carter,60%
DNE,N/A,User Ratings: 81,,Wrath of the Titans,40%
Certified Fresh,159,"User Ratings: 124,176",74%,Rise of the Guardians,80%
Rotten,221,"User Ratings: 456,556",34%,Battleship,54%
Rotten,169,"User Ratings: 212,350",22%,Taken 2,52%
Rotten,144,"User Ratings: 151,280",44%,Hotel Transylvania,72%
Rotten,234,"User Ratings: 410,098",49%,Snow White and the Huntsman,52%
DNE,N/A,Ratings: Not yet available,,Prometheus,
Certified Fresh,283,"User Ratings: 428,745",87%,Django Unchained,91%
Certified Fresh,186,"User Ratings: 238,920",87%,Wreck-it Ralph,86%
Certified Fresh,247,"User Ratings: 169,101",87%,Life of Pi,84%
Certified Fresh,308,"User Ratings: 902,478",84%,The Hunger Games,81%
Certified Fresh,131,"User Ratings: 256,546",79%,Madagascar 3: Europe's Most Wanted,72%
Rotten,134,"User Ratings: 151,243",37%,Ice Age: Continental Drift,62%
Certified Fresh,373,"User Ratings: 373,832",92%,Skyfall,86%
Rotten,201,"User Ratings: 32,484",36%,Larry Crowne,41%
DNE,N/A,Ratings: Not yet available,,Tree of Life,
Rotten,40,"User Ratings: 270,269",50%,Footloose,71%
Fresh,227,"User Ratings: 72,442",71%,Hanna,66%
DNE,N/A,Ratings: Not yet available,,Dilemma,
Rotten,100,"User Ratings: 161,973",28%,Colombiana,67%
DNE,N/A,User Ratings: 150,,Change Up,63%
Rotten,163,"User Ratings: 57,757",53%,The Mechanic,51%
Certified Fresh,239,"User Ratings: 63,234",84%,The Ides of March,73%
DNE,N/A,"User Ratings: 5,069",,Drive,68%
Certified Fresh,225,"User Ratings: 54,183",83%,Tinker Tailor Soldier Spy,65%
Rotten,60,"User Ratings: 132,101",5%,"Big Mommas: Like Father, Like Son",58%
Rotten,99,"User Ratings: 86,584",15%,Priest,46%
Rotten,243,"User Ratings: 40,063",43%,J. Edgar,44%
DNE,N/A,User Ratings: 117,,Abduction,44%
Certified Fresh,173,"User Ratings: 68,628",84%,The Lincoln Lawyer,82%
Rotten,176,"User Ratings: 58,161",33%,Hall Pass,40%
Fresh,183,"User Ratings: 76,725",60%,Scream 4,55%
Certified Fresh,112,"User Ratings: 45,365",81%,Dolphin Tale,80%
Fresh,7,User Ratings: 650,71%,Riten (The Rite) (The Ritual),72%
Fresh,106,"User Ratings: 62,204",65%,Justin Bieber: Never Say Never,65%
Fresh,175,"User Ratings: 130,667",66%,Insidious,62%
Fresh,203,"User Ratings: 330,586",70%,Paul,62%
Rotten,167,"User Ratings: 38,280",30%,Sanctum,37%
Certified Fresh,260,"User Ratings: 91,573",94%,Moneyball,86%
Fresh,196,"User Ratings: 68,293",60%,Water for Elephants,70%
Fresh,167,"User Ratings: 132,004",65%,We Bought a Zoo,71%
Fresh,257,"User Ratings: 104,649",71%,The Adjustment Bureau,67%
Rotten,48,"User Ratings: 16,849",38%,Unknown,54%
DNE,N/A,Ratings: Not yet available,,Contagion,
Certified Fresh,261,"User Ratings: 125,472",92%,Source Code,82%
Rotten,166,"User Ratings: 145,580",33%,I Am Number Four,57%
Fresh,168,"User Ratings: 80,782",68%,Friends With Benefits,65%
DNE,N/A,Ratings: Not yet available,,No Strings Attached (The Last Obsession),
Certified Fresh,167,"User Ratings: 40,497",92%,Arthur Christmas,76%
Fresh,196,"User Ratings: 57,539",67%,Tower Heist,48%
Fresh,135,"User Ratings: 52,100",62%,Final Destination 5,52%
Fresh,199,"User Ratings: 108,243",69%,Limitless,74%
Certified Fresh,235,"User Ratings: 69,668",74%,War Horse,74%
Certified Fresh,223,"User Ratings: 82,424",93%,Midnight in Paris,83%
Rotten,91,"User Ratings: 38,638",38%,Johnny English Reborn,44%
Rotten,171,"User Ratings: 69,420",37%,In Time,51%
Rotten,131,"User Ratings: 44,682",14%,Zookeeper,41%
Fresh,10,"User Ratings: 1,984",90%,Descendants,67%
Rotten,254,"User Ratings: 104,675",44%,Cowboys & Aliens,43%
Certified Fresh,226,"User Ratings: 82,770",93%,Hugo,78%
DNE,N/A,User Ratings: 313,,Hop,86%
Rotten,143,"User Ratings: 68,330",48%,Mr. Popper's Penguins,53%
Rotten,125,"User Ratings: 104,803",56%,Gnomeo and Juliet,54%
Fresh,124,"User Ratings: 74,722",67%,Paranormal Activity 3,51%
Fresh,220,"User Ratings: 106,628",69%,Horrible Bosses,70%
DNE,N/A,User Ratings: 120,,Help!!!,40%
Rotten,207,"User Ratings: 93,677",36%,Battle: Los Angeles,48%
Rotten,137,"User Ratings: 88,517",19%,Just Go with It,59%
Rotten,187,"User Ratings: 84,869",44%,Bad Teacher,36%
Rotten,242,"User Ratings: 149,218",26%,Green Lantern,45%
Rotten,234,"User Ratings: 116,364",44%,The Green Hornet,43%
Certified Fresh,188,"User Ratings: 50,988",85%,The Girl with the Dragon Tattoo,87%
Certified Fresh,220,"User Ratings: 120,082",88%,Rango,69%
Certified Fresh,287,"User Ratings: 135,227",81%,Super 8,75%
Fresh,231,"User Ratings: 211,849",60%,Real Steel,73%
DNE,N/A,User Ratings: 104,,Bridesmaids,64%
Rotten,82,"User Ratings: 66,634",12%,Alvin and the Chipmunks: Chipwrecked,51%
Certified Fresh,292,"User Ratings: 184,461",86%,X-Men: First Class,87%
Certified Fresh,267,"User Ratings: 189,162",80%,Captain America: The First Avenger,74%
Certified Fresh,284,"User Ratings: 247,622",77%,Thor,76%
Certified Fresh,267,"User Ratings: 449,073",82%,Rise of the Planet of the Apes,77%
Fresh,148,"User Ratings: 90,240",72%,Rio,71%
Fresh,225,"User Ratings: 168,388",60%,Sherlock Holmes: A Game of Shadows,77%
Rotten,216,"User Ratings: 103,565",39%,Cars 2,49%
Certified Fresh,199,"User Ratings: 139,637",77%,Fast Five,83%
Rotten,207,"User Ratings: 186,685",25%,Twilight Saga: Breaking Dawn Part 1,60%
Certified Fresh,246,"User Ratings: 473,274",93%,Mission: Impossible Ghost Protocol,76%
Rotten,276,"User Ratings: 199,602",33%,Pirates of the Caribbean: On Stranger Tides,54%
Rotten,261,"User Ratings: 257,529",35%,Transformers: Dark of the Moon,55%
Certified Fresh,329,"User Ratings: 391,575",96%,Harry Potter and the Deathly Hallows - Part 2,89%
Rotten,159,"User Ratings: 489,018",18%,Cop Out,40%
Fresh,24,"User Ratings: 9,981",67%,The Crazies,43%
Fresh,10,User Ratings: 831,70%,Morning Glory,46%
Certified Fresh,233,"User Ratings: 95,821",93%,127 Hours,85%
Fresh,154,"User Ratings: 49,946",63%,Secretariat,76%
Rotten,48,"User Ratings: 119,390",27%,Why Did I Get Married Too,68%
Rotten,96,"User Ratings: 67,030",51%,Devil,43%
DNE,N/A,Ratings: Not yet available,,Haeundae,
DNE,N/A,User Ratings: 36,,Ghost Writer,40%
Fresh,207,"User Ratings: 167,018",63%,Hot Tub Time Machine,56%
Rotten,166,"User Ratings: 51,615",51%,The Next Three Days,66%
Fresh,222,"User Ratings: 66,142",65%,The American,39%
Fresh,39,"User Ratings: 16,722",87%,Hubble 3D,86%
Fresh,160,"User Ratings: 73,356",72%,The Last Exorcism,35%
Rotten,113,"User Ratings: 125,484",28%,Takers,62%
Rotten,146,"User Ratings: 135,537",18%,The Back-up Plan,46%
Rotten,17,"User Ratings: 1,996",59%,Easy,48%
Rotten,107,"User Ratings: 103,455",53%,Diary of a Wimpy Kid,49%
Rotten,90,"User Ratings: 75,126",4%,Vampires Suck,29%
Rotten,157,"User Ratings: 258,099",41%,Letters to Juliet,62%
Rotten,213,"User Ratings: 542,481",56%,Edge of Darkness,49%
Certified Fresh,127,"User Ratings: 80,106",74%,Piranha 3-D,43%
Certified Fresh,79,"User Ratings: 98,511",81%,Disneynature Oceans,75%
Rotten,189,"User Ratings: 119,481",41%,Dinner for Schmucks,42%
Rotten,101,"User Ratings: 78,292",9%,Marmaduke,42%
Rotten,174,"User Ratings: 66,085",36%,Burlesque,64%
DNE,N/A,Ratings: Not yet available,,The Last Song,
DNE,N/A,Ratings: Not yet available,,Killers,
Certified Fresh,119,"User Ratings: 51,319",76%,Nanny McPhee Returns,55%
Rotten,165,"User Ratings: 74,441",48%,Love and Other Drugs,53%
Rotten,233,"User Ratings: 67,226",47%,Hereafter,38%
Rotten,8,"User Ratings: 10,912",25%,The Tooth Fairy,35%
Rotten,98,"User Ratings: 70,138",13%,Cats & Dogs: The Revenge of Kitty Galore,38%
Certified Fresh,52,"User Ratings: 415,325",94%,A Nightmare on Elm Street,83%
Rotten,79,"User Ratings: 75,295",10%,Saw 3D,42%
DNE,N/A,Ratings: Not yet available,,The Bounty Hunter,
Rotten,234,"User Ratings: 110,727",55%,Wall Street: Money Never Sleeps,44%
Rotten,135,"User Ratings: 619,030",29%,Dear John,55%
Certified Fresh,40,"User Ratings: 10,364",90%,The Wolf Man,80%
Fresh,229,"User Ratings: 230,449",66%,Date Night,55%
DNE,N/A,"User Ratings: 3,277",,Unstoppable (9 Lives),24%
Rotten,120,"User Ratings: 100,538",47%,Step Up 3,64%
Certified Fresh,203,"User Ratings: 160,544",78%,The Other Guys,60%
Fresh,110,"User Ratings: 93,723",65%,Jackass 3,69%
Rotten,213,"User Ratings: 199,327",48%,The A-Team,66%
Rotten,135,"User Ratings: 102,972",59%,Paranormal Activity 2,48%
Certified Fresh,207,"User Ratings: 136,085",71%,Red,72%
Rotten,103,"User Ratings: 56,199",13%,Yogi Bear,34%
Rotten,202,"User Ratings: 100,415",36%,Eat Pray Love,42%
Rotten,191,"User Ratings: 125,419",40%,Due Date,52%
Rotten,171,"User Ratings: 142,506",40%,The Sorcerer's Apprentice,53%
DNE,N/A,User Ratings: 53,,Gulliver's Travels,8%
Certified Fresh,52,"User Ratings: 26,144",88%,True Grit,84%
Rotten,229,"User Ratings: 198,722",52%,Knight & Day,49%
Rotten,166,"User Ratings: 270,763",10%,Grown Ups,62%
Rotten,169,"User Ratings: 94,889",20%,The Tourist,42%
DNE,N/A,Ratings: Not yet available,,Salt,
Rotten,216,"User Ratings: 324,259",16%,Sex and the City 2,43%
Rotten,103,"User Ratings: 128,270",22%,Resident Evil: Afterlife,48%
Rotten,148,"User Ratings: 133,047",9%,Little Fockers,34%
Rotten,190,"User Ratings: 322,059",5%,The Last Airbender,30%
Fresh,179,"User Ratings: 208,549",72%,Megamind,72%
DNE,N/A,Ratings: Not yet available,,Robin Hood,
Fresh,5,"User Ratings: 1,351",80%,The Black Swan,72%
Rotten,225,"User Ratings: 436,813",37%,Prince of Persia: The Sands of Time,58%
Certified Fresh,43,"User Ratings: 316,309",88%,The Karate Kid,82%
Rotten,166,"User Ratings: 157,373",50%,The Chronicles of Narnia: The Voyage of the Dawn Treader,58%
Fresh,41,"User Ratings: 56,802",68%,Clash of the Titans,70%
Certified Fresh,209,"User Ratings: 312,573",99%,How to Train Your Dragon,91%
Certified Fresh,225,"User Ratings: 150,468",89%,Tangled,87%
Certified Fresh,298,"User Ratings: 480,575",73%,Iron Man 2,71%
Rotten,244,"User Ratings: 333,749",48%,The Twilight Saga: Eclipse,60%
Rotten,197,"User Ratings: 353,020",58%,Shrek Forever After,54%
Certified Fresh,352,"User Ratings: 570,280",87%,Inception,91%
Certified Fresh,285,"User Ratings: 351,579",77%,Harry Potter and the Deathly Hallows - Part 1,85%
Certified Fresh,305,"User Ratings: 607,280",98%,Toy Story 3,89%
Certified Fresh,283,"User Ratings: 95,981",97%,The Hurt Locker,84%
Fresh,45,"User Ratings: 179,825",60%,I Can Do Bad All By Myself,81%
Rotten,210,"User Ratings: 165,435",58%,The International,37%
Rotten,173,"User Ratings: 336,924",14%,Year One,23%
Rotten,74,"User Ratings: 461,088",32%,Aliens in the Attic,43%
Rotten,114,"User Ratings: 189,776",25%,Ninja Assassin,54%
DNE,N/A,User Ratings: 529,,Jian guo da ye (The Founding of a Republic),32%
Rotten,143,"User Ratings: 166,694",38%,Inkheart,45%
Rotten,215,"User Ratings: 239,064",50%,The Men Who Stare at Goats,39%
Certified Fresh,234,"User Ratings: 141,169",91%,Precious: Based on the Novel Push by Sapphire,81%
Fresh,13,"User Ratings: 22,392",100%,Three Idiots,93%
Rotten,72,"User Ratings: 793,466",39%,Saw VI,55%
Rotten,134,"User Ratings: 116,249",13%,Pink Panther 2,42%
Fresh,237,"User Ratings: 845,019",69%,Funny People,48%
DNE,N/A,User Ratings: 245,,Obsessed,39%
DNE,N/A,"User Ratings: 1,608",,The Unborn,25%
Fresh,31,"User Ratings: 40,426",84%,Fame,69%
DNE,N/A,Ratings: Not yet available,,Duplicity,
Rotten,51,"User Ratings: 44,762",27%,Madea Goes to Jail,96%
Certified Fresh,266,"User Ratings: 847,121",92%,Drag Me to Hell,62%
Certified Fresh,207,"User Ratings: 1,551,202",83%,"I Love You, Man",74%
DNE,N/A,User Ratings: 91,,Friday the 13th,50%
DNE,N/A,User Ratings: 757,,My Sister's Keeper,68%
Fresh,268,"User Ratings: 298,727",73%,Where the Wild Things Are,57%
Certified Fresh,250,"User Ratings: 643,169",90%,Zombieland,86%
Rotten,158,"User Ratings: 982,871",39%,The Time Traveler's Wife,59%
Rotten,142,"User Ratings: 290,419",27%,Ghosts of Girlfriends Past,40%
Rotten,22,"User Ratings: 9,341",55%,My Bloody Valentine,52%
Rotten,153,"User Ratings: 348,171",42%,Race to Witch Mountain,44%
Rotten,165,"User Ratings: 292,019",25%,Confessions of a Shopaholic,49%
Rotten,108,"User Ratings: 357,047",22%,Planet 51,40%
Certified Fresh,188,"User Ratings: 50,988",85%,The Girl with the Dragon Tattoo,87%
Rotten,144,"User Ratings: 375,998",11%,Bride Wars,51%
Certified Fresh,116,"User Ratings: 22,580",91%,Red Cliff (Chi Bi),78%
Rotten,121,"User Ratings: 165,603",46%,Hotel for Dogs,54%
Certified Fresh,242,"User Ratings: 211,907",76%,Invictus,75%
Certified Fresh,267,"User Ratings: 384,572",90%,Coraline,73%
Rotten,159,"User Ratings: 517,253",26%,Law Abiding Citizen,75%
Certified Fresh,225,"User Ratings: 363,469",77%,Julie & Julia,70%
Fresh,226,"User Ratings: 585,607",68%,Bruno,41%
Rotten,146,"User Ratings: 465,988",56%,17 Again,67%
DNE,N/A,User Ratings: 50,,Up in the Air,14%
Rotten,162,"User Ratings: 293,630",10%,Couples Retreat,39%
Rotten,165,"User Ratings: 434,039",41%,He's Just Not That Into You,59%
Rotten,115,"User Ratings: 393,158",33%,Paul Blart: Mall Cop,43%
Rotten,182,"User Ratings: 431,643",33%,Knowing,42%
Fresh,307,"User Ratings: 1,057,213",64%,Watchmen,71%
Certified Fresh,204,"User Ratings: 273,876",83%,Paranormal Activity,57%
Rotten,173,"User Ratings: 1,399,274",14%,The Ugly Truth,60%
DNE,N/A,"User Ratings: 1,849",,Public Enemies,45%
Certified Fresh,311,"User Ratings: 1,178,386",90%,District 9,82%
DNE,N/A,Ratings: Not yet available,,Cloudy with a Chance of Meatballs,
Certified Fresh,186,"User Ratings: 221,665",81%,Michael Jackson's This Is It,82%
Rotten,166,"User Ratings: 995,920",34%,G.I. Joe: The Rise of Cobra,50%
DNE,N/A,User Ratings: 296,,Blind Side,39%
DNE,N/A,User Ratings: 302,,The Proposal,26%
Certified Fresh,326,"User Ratings: 775,483",89%,Inglourious Basterds,88%
Rotten,174,"User Ratings: 491,477",29%,Fast & Furious,67%
Rotten,279,"User Ratings: 884,946",33%,Terminator Salvation,54%
Fresh,216,"User Ratings: 590,346",73%,Monsters vs. Aliens,59%
Certified Fresh,350,"User Ratings: 747,660",94%,Star Trek,91%
Certified Fresh,238,"User Ratings: 943,007",78%,The Hangover,84%
Rotten,227,"User Ratings: 577,837",28%,The Twilight Saga: New Moon,61%
Certified Fresh,294,"User Ratings: 1,203,777",98%,Up,90%
Rotten,242,"User Ratings: 508,230",39%,2012,47%
Rotten,250,"User Ratings: 4,081,606",20%,Transformers: Revenge of the Fallen,57%
Certified Fresh,277,"User Ratings: 1,559,084",83%,Harry Potter and the Half-Blood Prince,78%
Certified Fresh,316,"User Ratings: 1,382,310",82%,Avatar,82%
Rotten,27,"User Ratings: 15,888",59%,Shutter,78%
Rotten,145,"User Ratings: 97,983",26%,Drillbit Taylor,44%
DNE,N/A,Ratings: Not yet available,,Women (Ök ketten),
Rotten,101,"User Ratings: 159,846",20%,Meet Dave,35%
Rotten,73,"User Ratings: 191,378",12%,College Road Trip,50%
DNE,N/A,User Ratings: 176,,Yong-eui-ja X (Perfect Number),62%
Certified Fresh,216,"User Ratings: 162,463",80%,Doubt,78%
Rotten,67,"User Ratings: 269,859",7%,Prom Night,38%
Certified Fresh,242,"User Ratings: 177,983",93%,Milk,89%
Fresh,104,"User Ratings: 26,677",64%,Gin gwai (The Eye),72%
Fresh,164,"User Ratings: 374,664",63%,Baby Mama,55%
Rotten,152,"User Ratings: 203,525",36%,Street Kings,58%
DNE,N/A,"User Ratings: 2,496",,The Bank Job,59%
Rotten,170,"User Ratings: 163,667",18%,Star Wars: The Clone Wars,39%
Rotten,104,"User Ratings: 152,235",6%,Babylon A.D.,26%
Rotten,123,"User Ratings: 211,386",43%,The House Bunny,50%
Rotten,159,"User Ratings: 207,655",42%,Death Race,60%
DNE,N/A,Ratings: Not yet available,,Mirrors,
Rotten,145,"User Ratings: 205,217",43%,The Other Boleyn Girl,62%
Rotten,146,"User Ratings: 90,425",18%,Righteous Kill,37%
Rotten,132,"User Ratings: 103,666",30%,Nights in Rodanthe,52%
Fresh,211,"User Ratings: 106,886",67%,Revolutionary Road,71%
DNE,N/A,Ratings: Not yet available,,Strangers,
Rotten,48,"User Ratings: 244,958",2%,Meet the Spartans,25%
Rotten,134,"User Ratings: 230,523",16%,Max Payne,30%
Rotten,109,"User Ratings: 163,697",57%,The Tale of Despereaux,44%
Rotten,214,"User Ratings: 401,355",40%,Speed Racer,60%
Certified Fresh,162,"User Ratings: 278,555",77%,Role Models,74%
Rotten,104,"User Ratings: 181,185",51%,Nim's Island,46%
Fresh,201,"User Ratings: 302,342",68%,Pineapple Express,73%
Certified Fresh,209,"User Ratings: 104,010",81%,Vicky Cristina Barcelona,74%
Certified Fresh,185,"User Ratings: 641,398",83%,Forgetting Sarah Marshall,76%
Rotten,123,"User Ratings: 399,399",15%,Made of Honor,55%
DNE,N/A,Ratings: Not yet available,,Fool's Gold,
DNE,N/A,User Ratings: 719,,Rambo,77%
Rotten,114,"User Ratings: 201,828",39%,Transporter 3,49%
Fresh,201,"User Ratings: 206,879",63%,The Reader,79%
Fresh,22,"User Ratings: 13,710",82%,The Changeling,79%
Rotten,76,"User Ratings: 239,432",13%,Saw V,52%
Rotten,211,"User Ratings: 129,984",55%,Body of Lies,62%
Fresh,130,"User Ratings: 326,705",64%,The Forbidden Kingdom,60%
Rotten,63,"User Ratings: 190,900",27%,Step Up 2 the Streets,76%
Rotten,157,"User Ratings: 373,514",34%,Vantage Point,57%
DNE,N/A,User Ratings: 11,,21,17%
Rotten,151,"User Ratings: 606,066",40%,27 Dresses,57%
Certified Fresh,248,"User Ratings: 822,317",86%,Hellboy II: The Golden Army (Hellboy 2),71%
Certified Fresh,146,"User Ratings: 355,095",80%,The Spiderwick Chronicles,63%
Rotten,193,"User Ratings: 636,553",26%,Seven Pounds,75%
Certified Fresh,243,"User Ratings: 187,761",78%,Burn After Reading,65%
Rotten,144,"User Ratings: 254,552",24%,Four Christmases,47%
Certified Fresh,209,"User Ratings: 420,136",77%,Cloverfield,68%
Rotten,182,"User Ratings: 307,321",26%,Eagle Eye,62%
Certified Fresh,244,"User Ratings: 296,601",82%,Tropic Thunder,70%
Fresh,196,"User Ratings: 239,406",62%,Valkyrie,65%
Rotten,221,"User Ratings: 261,486",55%,Australia,65%
Rotten,110,"User Ratings: 216,495",26%,Bedtime Stories,55%
Rotten,167,"User Ratings: 321,336",15%,Jumper,44%
Rotten,154,"User Ratings: 317,596",46%,Yes Man,66%
Rotten,221,"User Ratings: 451,207",50%,Get Smart,67%
Rotten,173,"User Ratings: 738,837",58%,Taken,85%
Rotten,194,"User Ratings: 303,500",21%,The Day the Earth Stood Still,27%
Fresh,29,"User Ratings: 9,298",86%,Journey to the Center of the Earth,69%
Fresh,139,"User Ratings: 264,888",62%,Marley & Me,75%
Certified Fresh,233,"User Ratings: 332,350",81%,Gran Torino,90%
DNE,N/A,Ratings: Not yet available,,Horton Hears a Who!,
Certified Fresh,186,"User Ratings: 315,225",89%,Bolt,74%
Certified Fresh,250,"User Ratings: 690,549",71%,The Curious Case of Benjamin Button,80%
Certified Fresh,287,"User Ratings: 1,155,636",91%,Slumdog Millionaire,90%
Rotten,219,"User Ratings: 625,940",49%,Twilight,73%
Rotten,175,"User Ratings: 340,558",13%,The Mummy: Tomb of the Dragon Emperor,30%
Rotten,180,"User Ratings: 463,871",49%,Sex and the City,77%
Fresh,192,"User Ratings: 552,874",67%,The Chronicles of Narnia: Prince Caspian,73%
Certified Fresh,257,"User Ratings: 598,089",95%,WALL-E,90%
Certified Fresh,278,"User Ratings: 1,082,606",94%,Iron Man,91%
Fresh,293,"User Ratings: 431,769",65%,Quantum of Solace,58%
Fresh,156,"User Ratings: 366,182",64%,Madagascar: Escape 2 Africa,66%
Rotten,182,"User Ratings: 438,246",54%,Mamma Mia!,66%
Rotten,224,"User Ratings: 557,101",41%,Hancock,59%
Certified Fresh,186,"User Ratings: 585,183",87%,Kung Fu Panda,82%
Certified Fresh,273,"User Ratings: 1,320,511",78%,Indiana Jones and the Kingdom of the Crystal Skull,54%
Certified Fresh,200,"User Ratings: 149,206",89%,Eastern Promises,83%
